Index,ind01,ind02,ind03,ind04,ind05,ind06,ind07,ind08,ind09,ind10,ind11,ind12,ind13,ind14,ind15,ind16,ind17,ind18,ind19,ind20,ind21,ind22,ind23,ind24,ind25
IFT74,3.55469,3.67407,4.104319,3.721951,3.733404,3.715953,3.390711,3.626231,4.747513,3.453787,3.579139,3.514063,3.554534,3.729347,3.736065,3.376348,3.616205,3.346608,3.565476,3.402807,3.29336,3.485915,3.482826,3.655569,3.61449
ALX3,5.241188,5.439966,5.303043,5.252508,5.787573,5.3405,5.692736,5.551272,4.928234,5.587685,5.56657,5.429853,5.096196,5.49646,5.597184,5.863775,5.893067,5.512619,5.316199,5.593992,5.456312,5.006857,5.600698,5.044783,5.305197
KRT74,3.451992,3.451144,3.460143,3.434954,3.414287,3.450154,3.456537,3.545077,3.394309,3.46762,3.490378,3.45927,3.406983,3.517153,3.477939,3.608217,3.507866,3.504482,3.458621,3.566711,3.484811,3.513334,3.506811,3.547769,3.361944
PPP1R3C,3.162332,3.19926,3.156276,3.187591,3.195145,3.159402,3.301418,3.336628,3.194118,3.173683,3.184718,3.214331,3.176684,3.197729,3.203475,3.33835,3.175325,3.178481,3.269886,3.198172,3.264274,3.207677,3.240385,3.154444,3.219239
AP1G2,3.295609,3.269896,3.267805,3.248666,3.247325,3.253079,3.256691,3.27106,3.258397,3.290761,3.28789,3.27317,3.264517,3.270744,3.238019,3.255005,3.257448,3.303518,3.240268,3.249958,3.248074,3.241104,3.262606,3.260888,3.262663
TDRD5,3.21624,3.241515,3.188561,3.28844,3.264234,3.248009,3.295861,3.296092,3.215453,3.225955,3.269823,3.216049,3.246867,3.250452,3.20047,3.330939,3.27612,3.248396,3.221938,3.232888,3.238893,3.280337,3.223589,3.288679,3.208935
XK,3.828555,3.794345,3.786237,3.902748,3.743134,3.80938,3.74512,3.892843,3.772419,3.746395,3.94003,3.784926,3.776043,3.848893,3.767893,3.853761,3.894149,3.74128,3.808446,3.74799,3.832265,3.780738,3.895367,3.894858,3.917217
ESR1,6.838313,7.43137,7.17275,7.918492,7.631792,7.978155,6.466382,7.498806,7.381433,6.351014,6.198293,6.712558,7.036285,6.492414,7.084987,5.434313,5.882501,5.714345,6.457079,6.379825,6.260342,6.598926,6.715333,6.410636,6.467435
RAPSN,6.22627,6.817526,6.661293,6.736418,6.776457,6.841288,6.185134,7.036782,7.399965,6.781072,7.088659,6.538235,7.050799,6.833483,7.037842,4.92811,6.352019,5.915918,6.446308,6.410804,6.235447,6.394664,6.604167,6.339935,6.745488
OGT,3.287448,3.3718,3.307552,3.360467,3.394388,3.443288,3.344182,3.376617,3.516626,3.335135,3.294915,3.318824,3.282764,3.281434,3.458059,3.313989,3.288244,3.279072,3.333619,3.262563,3.296957,3.301869,3.316413,3.298114,3.326444
ASB18,6.218125,7.022285,6.540482,6.605917,6.112019,6.008961,5.552101,6.650449,7.009333,5.735553,6.073365,6.238672,6.610777,5.647406,6.432049,4.093078,5.247005,4.644375,5.517427,5.306895,5.842895,5.558133,5.960132,5.238196,5.845839
CTNNB1,5.077543,5.262169,5.215395,5.07407,5.050551,5.164416,5.084666,4.913515,5.156487,5.192014,5.168159,5.236612,5.2906,5.498472,5.231863,5.191097,5.18779,5.294538,5.287474,5.207327,4.989722,5.336944,5.182162,5.434216,5.302266
SLC11A1,4.988768,4.57391,4.691395,4.500376,4.53351,4.691556,5.244309,4.842922,4.830699,4.879371,4.727563,4.700541,4.910717,4.744004,4.286787,5.694167,4.882406,5.075948,5.02004,5.189418,5.097761,4.831124,4.902483,4.876629,4.999369
DARS2,4.0452,3.939897,4.059017,3.943162,3.961743,3.999884,4.055382,3.841372,3.839855,3.897723,3.969425,3.970346,3.857424,4.123962,3.950355,4.298002,4.015786,4.164821,3.968199,4.073188,4.141562,3.977058,3.878727,4.011329,3.848555
SP100,5.062636,5.017567,5.282239,5.037858,5.086226,4.985548,5.284977,5.026794,5.478174,5.754643,5.604959,5.487737,6.220838,5.651822,5.242106,5.113641,5.833011,5.403802,5.47083,5.5532,5.009509,5.591402,5.918859,5.682985,6.638963
TASOR2,4.235929,4.125037,4.304439,4.2689,4.270159,4.293082,4.289888,4.219819,4.625481,4.202715,4.216859,4.483327,4.335317,4.056925,4.491211,3.931569,4.112449,4.029062,4.215084,4.19834,4.056628,4.294677,4.417048,4.043659,4.38614
TOMM40,3.21134,3.296592,3.199488,3.243427,3.250771,3.276068,3.214225,3.197208,3.206941,3.247025,3.216723,3.209815,3.205674,3.209861,3.225148,3.246663,3.347775,3.242686,3.26194,3.234681,3.332785,3.273389,3.258852,3.254656,3.235384
CCN4,3.928014,3.978024,4.043864,4.083593,3.898838,4.051994,3.899885,4.038329,4.311352,4.061191,3.787715,3.98035,4.136394,3.851239,4.081284,3.641325,3.870483,3.751636,4.044643,3.907896,3.758092,3.825706,4.050486,3.762559,3.954367
ITGAX,6.547033,7.458127,6.916615,7.42882,6.781081,7.344504,6.246112,7.426619,7.601928,6.814593,6.694656,6.661583,6.790688,6.506254,7.084875,5.67908,6.066481,5.989471,6.688667,6.277725,6.381852,6.360594,6.836624,6.526628,6.45187
GLRB,3.250944,3.190103,3.21756,3.216813,3.245335,3.261923,3.202575,3.217018,3.264173,3.188934,3.241506,3.226885,3.208925,3.255397,3.216945,3.256973,3.220877,3.248569,3.244078,3.221581,3.213832,3.207838,3.246173,3.209376,3.237182
MFAP4,3.334712,3.277229,3.331927,3.376436,3.239717,3.316449,3.306181,3.278654,3.214348,3.358589,3.307981,3.229126,3.36634,3.425228,3.292688,3.307289,3.35107,3.479606,3.397968,3.293207,3.447952,3.27257,3.264014,3.590949,3.346571
PPT1,3.285258,3.370765,3.260709,3.279818,3.319072,3.284612,3.297832,3.360635,3.286186,3.315676,3.344765,3.297725,3.33799,3.302687,3.292781,3.405572,3.401754,3.391673,3.28721,3.311357,3.347746,3.274296,3.329375,3.414348,3.278795
FIGNL1,6.20295,6.854688,6.491187,7.010216,7.091648,7.152655,6.413799,6.811043,6.837297,6.501995,6.535062,6.33839,6.720595,6.723248,6.473123,6.513781,6.252389,6.419511,6.261724,6.548876,6.237139,6.491226,6.331525,6.517109,6.562697
KRT80,3.18594,3.202469,3.194393,3.19954,3.199256,3.198326,3.195716,3.197811,3.200308,3.221232,3.199956,3.198193,3.202819,3.224267,3.19947,3.222615,3.206516,3.220628,3.19714,3.206874,3.212803,3.193918,3.205166,3.194591,3.204089
GALP,4.260436,4.301579,4.272943,4.35571,4.118472,4.129189,4.334914,4.593444,4.555228,4.60008,4.381582,4.356909,4.469774,4.822327,4.506017,3.757545,4.696649,4.525374,4.593989,4.483613,4.049558,4.424139,4.627675,4.237769,4.646004
POC1B-GALNT4,3.30328,3.2479255,3.31516,3.2796849999999997,3.2497785,3.3090824999999997,3.2794225,3.385169,3.33861,3.2472355,3.315143,3.28037,3.3229100000000003,3.3206534999999997,3.257549,3.3145555,3.3214205,3.292084,3.2641795,3.249443,3.2617174999999996,3.2716095000000003,3.3040085,3.269527,3.282629
IPW,3.632529,3.5244,3.483946,3.558936,3.580887,3.515779,3.524922,3.488533,3.480829,3.552278,3.597464,3.480522,3.504255,3.635607,3.538131,3.527136,3.502111,3.612301,3.557379,3.509358,3.521516,3.531457,3.519752,3.58752,3.512877
MMP12,5.315285,5.365292,5.314456,5.20818,5.305358,5.13271,5.656841,4.751919,5.012307,4.890265,4.97636,5.315762,4.709391,5.171805,5.750378,5.187092,5.357871,4.828881,5.327024,5.182801,5.147377,5.418564,5.256264,5.280515,5.262855
ABCB1,3.1714115,3.1492885,3.188485,3.2256584999999998,3.200377,3.1777585000000004,3.172389,3.196485,3.1883735,3.2351055,3.179857,3.1813599999999997,3.1644635,3.19068,3.1744385,3.201184,3.2961895,3.2009865,3.2652305000000004,3.1841375000000003,3.2269565,3.1981135,3.17166,3.1838065,3.258019
MMP1,3.940595,3.975854,4.073147,3.829609,3.781963,3.889606,3.74384,3.922083,3.870906,3.813415,3.776243,3.850986,3.879537,3.856051,3.989566,3.720223,3.730925,3.740166,3.96236,3.719353,3.774152,3.984122,3.853576,3.79857,3.778316
STK26,9.973712,10.20505,10.1432,10.43444,10.54351,10.1781,10.05519,10.48831,10.71307,10.18787,9.961195,10.0863,10.28593,10.00314,10.47646,9.375763,9.673617,9.523617,10.15559,9.920571,10.01533,9.828829,10.04244,10.02478,9.735359
TRIM7,5.080693,5.412568,6.033271,5.160928,5.220418,5.634749,5.170265,5.16545,5.832312,5.25404,5.215481,5.269965,5.322218,4.998373,5.743671,4.390794,4.893619,4.364488,5.129717,4.789619,4.916583,5.06103,5.533044,4.593624,5.129511
CYP4B1,6.12255,6.66083,6.300893,5.937384,5.387857,6.522746,5.755764,6.135125,5.880414,5.487359,5.754983,5.757056,5.637662,5.94456,6.519078,5.69142,5.449812,5.461388,5.925424,5.54732,5.821169,5.890818,6.040209,5.938131,5.85616
NONO,3.2190265,3.2324025,3.2170075000000002,3.222041,3.278225,3.215203,3.25394,3.200063,3.2209215,3.2034244999999997,3.2314695,3.2249065000000003,3.1981895,3.221266,3.235685,3.2809355,3.2237275,3.2158825,3.2025685,3.2445655,3.2266630000000003,3.222748,3.2188350000000003,3.2356665,3.210586
RNF123,3.723583,3.808287,3.798833,3.712153,3.677757,3.812033,3.723117,3.669994,3.580397,3.669157,3.734187,3.718511,3.734659,3.817021,3.667867,3.689722,3.625494,3.77985,3.713438,3.754639,3.695942,3.781663,3.788313,3.878456,3.773114
SLITRK4,3.501918,3.469918,3.515301,3.460493,3.444163,3.471249,3.470425,3.409072,3.467026,3.503177,3.491216,3.511217,3.466716,3.517874,3.493438,3.45977,3.451649,3.518342,3.484236,3.457102,3.508116,3.456375,3.447214,3.470209,3.44911
CILK1,3.459049,3.406532,3.544279,3.609141,3.528733,3.665757,3.442495,3.499709,3.828482,3.59686,3.583377,3.491701,3.948137,3.487659,3.548154,3.412494,3.510761,3.349662,3.544697,3.568688,3.408604,3.592421,3.623984,3.596865,3.796191
CTSZ,3.872797,3.939987,4.11659,4.429414,4.12309,4.387559,3.897611,3.921866,4.130314,3.874439,3.70316,3.909931,3.897405,3.684789,3.953482,3.542676,3.804554,3.661217,3.870153,3.838833,3.728893,3.805814,3.955343,3.789437,3.918451
SMAD5,4.380681,4.506968,4.573959,4.113113,3.882743,4.757789,4.263994,4.14606,4.036834,3.908591,4.175806,4.246702,4.528204,4.28804,4.261019,4.209919,4.475413,4.536625,4.335141,4.173561,4.355935,4.270167,4.309944,4.275163,4.555125
RPUSD3,4.002968,3.999,4.017314,4.179459,4.08594,4.181969,3.99603,4.048936,4.397744,4.040879,4.050599,4.196102,4.357022,4.013703,4.121315,3.689998,3.914752,3.822318,4.176692,4.036931,3.948369,4.110294,4.123021,3.968088,4.09262
KRT82,4.25025,4.623039,4.250175,3.95738,3.992962,4.17775,4.26792,4.290716,4.003023,3.97118,3.960193,3.992762,4.009667,4.141675,4.484343,4.195541,4.057302,3.980026,4.132826,4.007778,4.160694,4.068931,4.066278,3.998035,3.99297
ERBB4,6.288445,6.450453,6.497581,6.406201,6.419978,6.040781,5.756706,6.969346,7.411761,6.37297,6.469274,6.162249,6.65168,6.086728,7.289907,3.952661,5.776381,4.945281,6.224805,5.853906,5.969022,5.63589,6.292026,5.330196,6.347545
AMBN,3.641458,3.68906,3.683836,3.685388,3.745185,3.731067,3.664076,3.677367,3.996023,3.816481,3.80292,3.765351,4.28471,3.805608,3.638214,3.726541,3.818226,3.744139,3.796525,3.883773,3.693728,3.791626,3.826908,3.785982,3.851952
SF3B1,4.302673,4.386463,4.311618,4.444108,4.340584,4.515244,4.370142,4.411904,4.494548,4.255865,4.402544,4.377244,4.504038,4.465805,4.401025,4.312307,4.42601,4.343024,4.473632,4.417949,4.401208,4.428205,4.343479,4.392445,4.43329
TNFRSF4,3.494234,3.563545,3.496009,3.519429,3.526564,3.519905,3.548265,3.506148,3.441036,3.478475,3.590259,3.524806,3.421686,3.538011,3.529492,3.684942,3.51756,3.598038,3.477548,3.529423,3.529938,3.596813,3.557418,3.569721,3.505538
DPYS,4.744708,4.774433,4.876582,5.115153,4.701158,5.132371,4.626216,4.844496,5.083981,4.800508,4.656208,4.74324,5.102351,4.554895,4.976285,4.009439,4.707322,4.370767,4.695233,4.520075,4.506509,4.734721,4.939513,4.531955,4.82929
ARHGEF15,3.826866,3.949123,3.970983,3.891074,3.872271,3.875981,3.93037,3.872124,3.985908,3.954625,3.921001,3.994638,4.100614,3.872911,3.830994,3.855006,3.903228,3.895101,3.961684,3.897758,3.908632,3.871941,4.028629,3.881024,3.999578
PGAM2,3.145834,3.148365,3.137166,3.153188,3.264921,3.158177,3.150906,3.188825,3.286442,3.492104,3.35109,3.226142,3.403045,3.158768,3.336759,3.178632,3.147197,3.181826,3.163896,3.194177,3.377052,3.159127,3.165607,3.204005,3.161757
ZNF304,4.189879,3.995019,4.014459,3.941419,3.860719,4.072859,4.180476,4.009723,4.141537,3.96797,3.953487,4.078144,4.245186,4.012104,4.043349,4.049655,4.069608,4.075716,4.242943,4.141999,4.222854,4.061394,4.042325,4.082358,4.047439
CSTF2,4.341868,4.373128,4.214457,4.028089,4.255645,4.243145,4.283555,4.303854,4.209378,4.356833,4.443876,4.195058,4.331232,4.351922,4.257796,4.571351,4.416213,4.208185,4.299546,4.40088,4.287261,4.197574,4.260261,4.280418,4.288724
SERPINE1,4.98198,4.976718,4.674927,4.729768,4.734035,5.227405,4.712581,4.97987,4.808095,4.333523,4.497901,4.527517,4.391069,4.701985,4.774553,4.65944,4.608048,4.533006,4.577141,4.695155,4.745644,4.661559,4.694177,4.699687,4.680844
IL36RN,3.755418,3.897394,3.835649,3.788434,3.72693,3.896368,3.741166,3.724367,3.783734,3.791812,3.751552,3.786591,3.842453,3.721018,3.72172,3.723626,3.722852,3.675339,3.722311,3.704685,3.721494,3.745583,3.770559,3.68561,3.751922
RTL9,3.231291,3.227479,3.244828,3.216391,3.235935,3.245993,3.236308,3.262689,3.225977,3.211105,3.248701,3.254425,3.236452,3.229768,3.242771,3.228002,3.229527,3.228958,3.219504,3.237023,3.242995,3.233067,3.219303,3.251769,3.234642
TBR1,3.372297,3.426142,3.360919,3.464879,3.390526,3.47164,3.392848,3.404885,3.531202,3.364921,3.376194,3.386597,3.338547,3.370563,3.434682,3.326465,3.400599,3.355054,3.416919,3.349255,3.368774,3.389859,3.400002,3.369468,3.42028
TOP2A,5.45436,5.800522,5.652455,5.719742,5.911062,6.040781,5.550267,6.121008,6.204924,5.852439,5.847619,5.70622,6.338253,5.592251,6.126029,4.518249,5.505456,5.692179,5.866611,5.635206,5.757499,5.627769,5.468424,5.975722,6.003786
UMOD,3.404611,3.785505,3.298899,3.79255,3.668388,3.831716,3.70174,3.76118,4.216565,3.555439,3.297411,3.503952,3.45709,3.304664,3.752814,3.422177,3.417645,3.256312,3.499793,3.351278,3.40842,3.46584,3.592942,3.326785,3.531843
CCNT2,3.826488,3.604592,3.890051,3.918358,3.804342,3.889776,3.664668,3.557387,4.147626,3.713543,3.708181,3.69506,3.66787,3.564937,3.986776,3.468622,3.640378,3.445297,3.832355,3.683167,3.578449,3.616451,3.70349,3.601624,3.819146
CENPE,3.277915,3.231243,3.24014,3.216557,3.225777,3.211699,3.246938,3.221534,3.442635,3.262467,3.315197,3.353759,3.381923,3.261523,3.2487,3.319845,3.354979,3.376528,3.262422,3.264105,3.334186,3.375477,3.337447,3.304828,3.517809
EARS2,3.243623,3.227352,3.234343,3.230982,3.228796,3.294019,3.285306,3.258608,3.229978,3.244431,3.269631,3.264004,3.204444,3.226136,3.225114,3.257668,3.211836,3.272752,3.256036,3.356081,3.244099,3.241934,3.215241,3.247396,3.245815
EPM2AIP1,3.855241,4.060108,3.906008,3.803227,3.805893,3.978817,3.84837,3.679944,3.735513,3.663191,3.794275,3.936102,3.81923,4.053111,3.862034,3.936998,3.937887,3.822534,3.840087,4.017931,3.709624,3.851399,3.856508,3.971343,3.908551
ELAPOR1,3.516634,3.602746,3.569359,3.573537,3.535682,3.600392,3.544516,3.503911,3.755197,3.521855,3.526907,3.614822,3.642045,3.537671,3.596789,3.408973,3.436668,3.47975,3.550962,3.505545,3.457015,3.545234,3.570694,3.459264,3.635953
NDUFS3,3.510586,3.542915,3.586225,3.481205,3.41686,3.536111,3.487557,3.422059,3.445613,3.485943,3.60018,3.495533,3.388997,3.496131,3.538294,3.603509,3.522416,3.630445,3.443461,3.52318,3.522416,3.527367,3.442117,3.593821,3.429222
SNCG,4.12823,3.972015,4.007895,4.078309,4.050006,4.077973,3.951885,3.739532,4.388275,4.460806,4.123542,4.018829,4.486915,4.052932,4.046685,3.757791,3.967483,4.013166,3.847,3.967483,3.891096,4.049073,4.031228,4.022761,4.260595
MDM2,4.209277,4.179633,4.246163,4.382494,4.350607,4.185421,4.587958,4.326696,3.908341,4.364,4.266512,4.368065,4.383198,4.399771,4.353642,4.581042,4.365817,4.312617,4.347856,4.318542,4.429629,4.427292,4.226107,4.294462,4.549583
FOXE1,6.138335,6.324012,6.236685,6.524167,6.225931,6.347042,6.262898,5.539114,6.288488,5.845436,5.723505,5.978249,5.761646,6.010857,6.205882,6.20182,5.782471,5.555636,5.749754,5.988697,6.012237,5.86964,5.855122,6.061341,6.098618
ASPH,4.908368,5.013918,4.776813,5.208414,5.200603,5.456671,4.883702,5.121199,5.634113,5.46592,5.302283,5.52726,5.647432,4.976385,5.054827,4.293339,5.02435,5.208291,5.549521,5.250335,5.427437,5.450224,5.413846,4.977404,5.362526
ZNF148,3.143222,3.163498,3.180619,3.207304,3.193919,3.174099,3.154964,3.189748,3.17356,3.318453,3.189244,3.168516,3.220126,3.19819,3.150348,3.150985,3.188735,3.151627,3.211035,3.175022,3.142662,3.199574,3.165607,3.196261,3.178632
FRZB,3.295554,3.304876,3.301571,3.331466,3.485864,3.343008,3.310573,3.341082,3.780082,3.385628,3.33471,3.350156,3.431158,3.359034,3.383356,3.369091,3.394104,3.335934,3.334106,3.364378,3.299222,3.354778,3.349261,3.339346,3.313061
AIFM1,3.155127,3.225876,3.177368,3.154666,3.168055,3.177038,3.227176,3.133357,3.162884,3.225147,3.211034,3.189544,3.139239,3.151962,3.166774,3.178632,3.148675,3.197328,3.155612,3.145346,3.153841,3.321433,3.190807,3.155566,3.181571
POU2F2,3.413601,3.559854,3.353794,3.469682,3.483026,3.547369,3.336007,3.680453,3.536395,3.476995,3.391574,3.395419,3.359398,3.446518,3.708435,3.674706,3.302737,3.348748,3.374953,3.363129,3.447372,3.317298,3.400622,3.371807,3.310899
SORL1,3.970032,3.926675,3.985219,4.256081,4.2182,4.335229,4.043941,4.002176,4.560399,4.230484,4.088906,4.139236,4.531494,4.038715,4.171334,3.874961,3.989904,3.770948,4.15535,3.860335,4.012211,4.085298,4.272854,3.991706,4.182992
SETD2,3.80566,3.831901,3.768009,3.785556,3.714137,3.792748,3.905792,3.808203,3.644668,3.790297,3.798234,3.74787,3.708445,3.839807,3.765759,3.99282,3.777115,3.83527,3.827555,3.776844,3.888225,3.871387,3.776306,3.955197,3.693143
IFT52,4.088093,3.938589,3.945161,4.236028,4.181389,4.169671,3.855874,4.368212,4.088069,4.105395,3.992472,4.009704,3.909333,3.965393,4.306278,4.570912,4.070104,4.01483,4.01937,4.260292,4.005874,4.246542,4.461822,4.289868,4.130694
ISG15,4.937214,4.787588,4.895359,5.120658,4.669209,4.704901,5.354162,5.43934,5.481435,5.31701,4.916419,5.088948,5.447572,5.10498,5.295276,5.176727,5.275798,5.175823,5.094274,5.221375,5.129042,5.193305,5.366679,5.318838,5.315771
LIPA,8.608269,9.245825,8.91169,9.279642,9.211039,9.071562,8.557632,9.15616,9.573449,9.080274,9.146996,8.913331,9.531346,9.190112,9.122861,8.042981,8.585448,8.596946,9.115557,8.898408,8.606321,8.744942,8.897481,9.30556,8.928778
CCL26,3.153188,3.148365,3.148599,3.169055,3.168055,3.175098,3.164169,3.146512,3.153876,3.209972,3.22906,3.153979,3.189825,3.147504,3.178529,3.263722,3.176921,3.175873,3.223252,3.159983,3.190548,3.199651,3.210128,3.150927,3.150463
MEX3C,4.621573,4.836322,4.708504,5.035145,4.819489,4.993335,4.836597,4.878466,5.019991,4.889442,4.825778,4.655717,4.778397,4.767589,4.75065,4.833871,4.790745,4.715207,4.781229,4.63571,4.694409,4.732411,4.812719,4.731709,4.793288
CRYGB,3.144267,3.184671,3.202364,3.16975,3.201942,3.185941,3.189734,3.188825,3.164467,3.380469,3.15559,3.172576,3.156103,3.158768,3.229085,3.19965,3.158983,3.219783,3.149216,3.184101,3.178632,3.163649,3.151102,3.192785,3.144884
GDNF,3.184412,3.158259,3.193357,3.148215,3.172587,3.178632,3.183164,3.188825,3.182355,3.203279,3.168048,3.168055,3.156332,3.179406,3.178113,3.188526,3.227131,3.168325,3.17379,3.216134,3.183164,3.232189,3.210128,3.183164,3.178632
DCAF7,3.287986,3.387575,3.399714,3.402102,3.387508,3.445938,3.344438,3.362467,3.708757,3.537695,3.409668,3.366583,3.54328,3.328291,3.377147,3.244033,3.32749,3.28045,3.473,3.386132,3.305819,3.389275,3.40487,3.39214,3.40848
FGF17,5.628952,5.904598,6.043448,6.113354,5.809353,6.015545,5.658005,5.937272,6.38212,6.008895,5.836833,5.918153,5.926358,5.756785,6.25681,5.447814,5.581959,5.518159,5.863169,5.874093,5.519213,5.854736,5.997682,5.813676,5.943705
UNC80,3.488188,3.518613,3.444095,3.45505,3.405547,3.449497,3.495257,3.415255,3.418864,3.479137,3.503942,3.407472,3.42619,3.567799,3.441524,3.557774,3.466634,3.517456,3.470381,3.570751,3.500954,3.440398,3.454321,3.487836,3.470847
SLC4A4,4.577311,4.480278,4.731996,4.600903,4.6799,4.427115,4.81801,4.660672,5.102108,5.090048,5.053633,4.873635,5.664068,5.14693,4.636885,4.482499,5.278415,4.916592,5.002237,5.146799,4.770526,5.04599,5.048604,5.099865,5.256293
FOXF2,3.857907,3.997127,3.70399,3.631993,3.878917,3.81825,3.9235,3.769368,5.012384,3.809613,3.772078,3.616374,3.805146,3.654034,4.380176,3.664116,3.543751,3.608089,3.848394,3.712018,3.613089,3.787082,3.679899,3.670254,3.701378
RASSF1,4.460496,4.80989,4.703525,4.857944,4.881739,5.011095,4.546017,4.921093,5.339928,4.818981,4.878743,4.809622,5.310946,4.859483,4.963085,4.093441,4.593973,4.445088,4.850158,4.553696,4.482172,4.905817,4.855473,4.691597,4.762784
PRPF31,3.167949,3.177935,3.178225,3.188867,3.175482,3.243781,3.216972,3.256565,3.227268,3.329992,3.232855,3.174902,3.168904,3.307121,3.194941,3.202848,3.155397,3.178669,3.163896,3.250448,3.206742,3.219339,3.187868,3.160549,3.245238
COL4A5,4.495092,4.942431,4.845411,5.06547,4.699898,5.192199,4.917641,4.850399,5.106011,4.796346,4.699292,4.860056,4.851329,4.287243,5.44594,4.986847,4.592731,4.663559,4.399933,4.429162,4.4899,4.609418,4.859664,4.782798,4.773743
UBN1,3.297071,3.335204,3.298045,3.9238,3.60448,3.636802,3.296396,3.245856,3.255998,3.271448,3.323061,3.298674,3.293047,3.321187,3.270502,3.290277,3.341724,3.280395,3.294369,3.298805,3.345653,3.300476,3.322449,3.308149,3.305106
KLK9,5.644223,6.781519,5.917187,6.412353,6.012506,7.268705,5.483286,6.576751,6.641967,4.867098,5.186222,5.232919,5.188056,5.538766,6.072281,5.042378,5.339877,4.837301,5.338558,5.178146,5.026293,4.979537,5.386578,5.928436,5.541339
OR9I1,3.151646,3.24551,3.175594,3.217712,3.168055,3.185391,3.210851,3.130788,3.296622,3.260238,3.221619,3.212438,3.179489,3.171956,3.146745,3.378461,3.169569,3.194358,3.148177,3.184684,3.188757,3.187102,3.189033,3.211258,3.155468
IER3IP1,3.291671,3.274064,3.263794,3.282096,3.264191,3.290921,3.335518,3.265435,3.28789,3.338662,3.284641,3.286004,3.277133,3.285441,3.268963,3.275051,3.305171,3.29339,3.284863,3.356215,3.309822,3.264602,3.286962,3.295454,3.351769
