,ind002,ind003,ind005,ind006,ind011,ind012,ind017,ind024,ind027,ind028,ind030,ind032,ind033,ind036,ind037,ind039,ind040,ind041,ind042,ind043,ind044,ind048,ind050,ind053,ind056,ind058,ind062,ind065,ind066,ind067,ind068,ind069,ind080,ind084,ind085,ind093,ind094,ind095,ind096,ind097,ind098,ind099,ind100
MCM8,11.42559688,11.04570723,10.816689,10.64503047,10.97161223,10.81891228,11.20755379,11.54657903,11.47950052,11.44755136,10.99782402,11.00819919,10.78860751,11.39449037,11.07337983,10.92945462,11.31789503,11.08624518,11.27611587,11.76502442,11.53808007,10.85271061,10.55007766,10.96452455,10.55378375,12.04343881,11.47612083,10.74247079,11.4428449,10.56565772,11.19402717,11.45527174,11.88476615,10.95392232,10.44809112,11.35502829,11.95886604,10.92832372,11.69119095,11.66053996,11.71692433,11.43015668,11.64976645
SMC4,8.255057201,8.698402586,8.346646144,9.066368798,8.581579867,9.034684969,8.397941026,8.270363459,8.906907918,8.72626675,9.210459605,9.042086205,8.95086876,8.408732018,8.741251361,8.565939718,8.997330051,8.395703096,8.363498851,8.59808809,8.424438102,8.776685604,8.584841545,8.252238875,8.431449562,8.84694798,8.86527249,8.207249432,9.290480596,8.672994748,8.382863389,9.090493529,9.07514323,8.72626675,8.48160504,8.570058465,8.641692498,8.669736112,8.795396522,8.934732655,8.84356927,8.94434434,8.457523915
PPARG,10.07662863,8.838118972,8.745169206,9.00427019,9.236938753,9.173749175,9.734245744,9.256661438,9.50931591,9.461527486,9.091603444,9.100189666,9.646529233,9.038735342,8.932207282,9.81332808,9.035068489,9.310598504,8.246470738,9.242330025,8.643084348,9.473838693,8.743342971,8.519586013,10.02692884,9.375432093,9.213315408,8.756214304,9.781463972,9.160640339,9.414712129,8.874725449,9.937352124,10.17346964,9.155133084,8.86784869,9.673734917,9.182840673,9.260974141,9.026143203,9.059189488,9.294335127,9.499031021
IGBP1,9.679672868,10.09217309,10.27319243,9.885144027,10.04408337,10.1329556,10.01410492,9.650238678,9.525438753,9.721650901,9.97174384,9.801916901,9.982610643,9.859187494,9.84910521,9.884524454,9.90703088,9.844115967,9.909580904,9.506216149,9.694275995,9.804519391,10.01613122,10.7174938,10.29480721,10.18720273,10.05478133,10.17979636,9.6595843,10.10785731,9.934069645,9.799895463,9.54858498,9.305081456,9.680237958,9.813018821,9.636627168,9.883891091,9.750443274,9.420820733,9.913505867,9.722798952,9.725097318
PARK7,11.48907586,11.63700759,11.65867493,11.93739598,11.6658021,11.60087609,11.25451969,11.3700682,11.62162879,11.460119,11.59733894,11.886707,11.64161337,11.23795045,11.14195992,11.53146729,11.6821847,11.56173188,11.66942542,11.86220263,11.19809664,11.5184325,11.4428449,11.09808822,11.32227505,11.63889988,11.76874322,11.44917852,11.8807206,11.43801599,11.54990492,11.77066873,11.49719531,11.54319224,11.51501987,11.46634649,11.24625518,11.29585071,11.29293632,11.7041471,11.43323355,11.64435737,11.49719531
SCUBE1,4.895657433,5.552762452,5.428257161,5.531987579,5.120284153,5.599828572,5.394227121,5.66139541,5.575665637,5.065268689,4.961442071,5.723087321,5.509052257,5.948239589,5.507975166,5.690563761,5.381914268,5.548921406,5.209390406,5.09431052,5.505707897,5.487318906,5.570183946,5.535574237,5.672404908,5.60579505,5.342580384,5.435875352,5.492437423,5.460402613,5.015406623,5.388317498,5.207380024,5.537394425,5.23561447,5.64178766,5.296116967,5.640567319,4.484506007,5.358929498,5.83203154,5.334742588,5.622105764
MRAP2,7.056105854,6.206496604,6.742689268,7.978755945,6.29566038,6.65947898,7.213831438,6.646389554,7.534060815,7.131150154,6.955729772,7.356276496,7.675973254,6.888432701,6.956374337,7.647211336,7.723018894,6.888791094,7.215771794,6.866401609,6.626798778,7.59971898,7.111820682,6.831951927,6.962321121,7.433534774,7.467248695,7.239632235,8.130194415,6.684310699,7.048945763,7.585030719,6.488941465,6.97584813,7.083154543,6.693836614,6.565668053,6.010772338,6.116128857,7.400545409,6.047049735,7.748602307,6.533232872
SLC46A1,6.020106636,5.620763188,5.97491868,5.862087962,6.199136849,5.991939738,5.976826493,5.383303464,5.94114818,6.661263055,5.81981391,5.617079233,5.720477953,5.983576022,5.751179355,5.909203759,5.517355955,5.954695797,6.094589523,5.943757976,6.017330235,5.955689207,6.200137858,5.932866524,6.706212095,5.540975496,6.027991661,6.520157373,5.807241412,6.095815359,6.648636083,5.889954766,6.798888695,6.191638824,6.540932361,6.439043606,5.927598387,6.307031657,6.085548891,6.163757031,6.155413432,6.007441476,6.876468558
CYP2B6,5.09918223,5.049045036,5.046753876,5.174593576,5.140899553,5.330518452,5.05994988,5.052335929,5.200336051,5.355009467,5.068899637,5.3507321,4.908491659,4.992870065,5.204273614,4.702448012,5.164627711,5.517699263,5.122404407,5.152374901,5.261140129,5.192823851,4.705337587,5.192979449,5.037496403,4.977851269,5.161175099,5.186284259,4.962727923,5.215980534,5.290014831,5.19474186,5.386555371,5.373428515,5.387941209,5.178393798,5.133298626,4.994686359,5.24290855,5.482057561,5.110398919,5.105201713,5.184996856
CRK,9.152625568,8.638198194,8.882717674,8.939557822,8.826547777,8.912830554,9.040022836,8.427426981,8.786049681,8.908095819,8.98725855,8.706031656,8.825585003,8.82781016,8.868384702,8.835262323,9.279734589,9.115888579,8.758455969,8.878633203,8.925589153,9.021726924,9.004302171,9.045426466,9.374478494,8.822863855,8.846179404,8.835453066,9.325522878,8.703440876,9.138086633,8.859376249,8.715096846,9.167142877,8.664049223,9.201994588,8.914854252,8.747160781,8.798785722,8.824031279,8.687720969,8.866782668,9.107260723
DMRT2,5.218732029,4.968904555,4.754804556,5.114840654,5.178456669,5.134352204,4.43445542,4.956026016,4.88683469,5.177435147,4.403850325,4.551841638,4.957351293,5.036134688,4.782055622,5.234271126,4.994407833,4.57885223,4.990245259,5.111746454,4.670904979,5.056343538,5.079386009,4.882935221,5.027548476,5.159293349,5.11423288,5.19039038,5.024148406,4.933718004,4.846555518,4.810746384,4.815348674,4.880443517,5.261088871,5.308228878,4.752782189,5.321575261,5.008469504,4.939159733,4.968968005,5.072809538,4.916550436
ITM2B,12.8513613,12.99416062,12.66837535,12.86592526,13.0761989,12.60904728,13.23276785,12.66169151,12.87358386,12.72372365,12.74799264,12.91975565,13.06418041,12.93844658,12.6387027,13.08488889,12.51461045,12.90050166,12.62825703,12.74091913,12.74091913,12.83570188,13.45250201,12.97372552,13.50788434,12.72038792,12.8513613,12.98586494,12.52075076,12.84737309,13.10651364,12.6922596,12.32298857,12.35565872,12.59957953,12.39182568,12.75541659,12.52369473,12.14396054,12.256842,12.57687903,12.75174731,12.49028582
TBX5,4.9854811,4.987359713,5.164753559,5.153933017,4.858941998,4.934970191,5.182261364,5.118545599,5.227016399,4.408157235,4.797576776,4.768379178,4.742980385,5.009281968,5.095112659,4.12756743,5.007082572,5.014767825,5.136773031,4.936545692,5.20019517,4.740471377,5.135864072,5.092490316,4.890123534,5.006422295,4.93338028,4.715522392,4.889668778,4.817837254,4.956140574,4.641738653,4.917554755,4.783860178,5.061967234,5.151441914,5.180856893,5.255679295,4.858730762,4.866730196,5.034027773,5.336825267,5.172920238
ZNF184,5.847788203,5.842341667,6.256611584,6.286860539,6.233412325,6.020664243,6.409768464,5.605760944,6.461004604,6.041967623,6.28828941,6.010696622,6.066147766,6.016852101,6.069466805,6.076498218,5.477480205,5.072217883,5.359906721,5.375551005,5.331460536,5.828540965,5.899413548,5.890260479,6.298376702,5.942566288,5.781197375,5.48739482,5.912735904,5.586997299,5.447558424,5.878285529,5.989994828,5.398322685,5.396234425,4.800430483,5.255072409,4.964659099,5.069842941,5.499141169,5.621919471,5.957336566,5.474143475
STON1-GTF2A1L,4.867765866,4.424111828,4.858008038,5.045041786,5.027160686,4.838332845,4.588076215,4.523244788,4.523528879,4.849791426,4.112142304,4.485332544,4.574097104,4.353333134,3.953232944,4.777622527,4.64518461,4.786978586,4.658377363,4.528049336,4.98409419,4.791556456,4.302628227,4.66781177,4.750517265,4.980171765,4.523894408,4.518303683,4.758624119,4.283894399,4.469294308,4.875861379,5.02379882,4.601568336,4.213953394,4.674901905,4.582031517,4.509971961,5.113508112,4.432081828,4.480343239,4.521220567,4.549756829
SULF1,7.864439768,8.5625448,7.343810493,7.649393893,9.025059178,7.059593941,6.592375315,7.778091104,7.964238469,7.501380288,6.855560869,7.785540612,6.255171358,7.423585907,6.278395238,7.678183879,7.345244083,7.567786061,7.624106812,7.655386758,7.458144117,6.523934939,7.711331267,7.669549408,6.63347595,7.373184798,7.300491105,6.7965951,6.648897002,7.580267207,7.236169574,7.580529957,6.79230334,5.992830666,7.823746893,7.884106471,8.501769704,7.87313982,8.299393003,7.407722817,7.594822938,7.756152846,8.102992196
CLCN7,9.92566692,9.90703088,9.847824223,9.407765008,9.762064689,10.10070775,9.616887444,10.35512758,9.540159737,9.372071016,9.783232979,9.722798952,9.786611703,10.08103108,9.82764385,9.352553314,9.844115967,9.788705947,10.06571287,9.942509773,10.28621285,9.763799612,9.614021171,9.785065827,9.36481865,9.816044548,9.814831108,10.11712787,9.604814403,10.03248544,9.932738596,9.798072339,9.822079577,9.839193026,9.90703088,10.64595668,10.59251077,10.09496213,10.26582113,9.596761739,10.23164591,9.844115967,10.02224965
PGAP3,9.295216794,8.800694008,8.819952854,9.347548665,8.368321303,8.946858777,8.877885826,8.735838698,8.631151288,9.121095025,8.758455969,8.470414477,8.798605501,8.97647991,8.429772519,8.721228873,9.027591043,8.986241671,8.731009234,9.180486789,8.981746842,8.542624388,8.634973746,8.688370163,8.791137971,8.643479902,8.587616874,9.150354984,9.278308998,8.868384702,9.071711923,8.93749037,8.994034332,9.221360563,9.140290829,8.549428319,8.97647991,9.372557106,8.187435563,8.980105225,8.779398249,8.968006707,9.269578057
SNIP1,7.849575966,7.751909246,7.683081179,8.014106244,7.83671608,7.841833652,7.654850409,7.994042583,7.608319893,7.934477361,7.669863263,7.853901656,7.745686129,7.681583091,7.65566561,7.872087495,7.835070331,7.011327542,7.123738988,7.748303911,7.765570142,7.570460476,7.505875461,6.293406622,7.598234964,7.892424741,7.898221571,7.105398822,7.662328387,7.760119135,7.547799928,8.093144487,7.966312081,7.973778412,7.816020056,7.54753816,7.755011783,7.952498401,7.876834329,7.978605586,7.962999901,8.123435622,7.679621863
KRT84,4.757800133,4.122326657,5.248722568,5.075788356,4.919717047,4.474530167,5.097985897,4.89738443,4.768291392,5.236737088,5.309705597,4.956810134,4.574097104,4.440684676,5.134156059,4.98573244,4.918613126,5.581930669,5.95294801,4.860758521,5.170362882,5.016434378,5.042486231,5.632439707,5.418429924,5.123834543,5.282891906,5.133635642,5.145865113,5.718095007,6.006927795,5.549185973,5.071495581,4.768153168,4.165989105,4.494906496,4.895519735,5.018813645,5.003012855,4.964482564,4.250133254,4.358504842,4.982621925
ART4,5.974798833,5.879938112,5.537767382,5.593332068,5.941405743,5.470094644,5.478841175,5.649215048,5.823837358,5.937538431,5.6811416,5.87011145,5.605651618,5.597342112,5.657932364,5.794205784,5.556751007,5.941271453,6.669704047,5.8417184,6.141766165,6.436694989,6.271462558,6.29282059,5.977571823,5.956875634,6.193811694,5.663237905,5.851625542,6.097064427,7.088548015,5.809610088,5.980853925,5.746056793,5.728772302,5.53222531,5.601532533,5.708251417,5.812438289,5.735940769,5.53660639,5.497357952,5.544203351
HMOX1,6.825604829,8.237345059,6.377198503,7.490720911,7.549264797,6.490544378,8.798425279,7.477595814,7.51764726,7.245182714,7.126616426,7.206592531,7.539101085,8.947062941,7.054871129,7.34751853,7.067742888,6.214125297,5.777152589,7.356527606,7.16940397,7.176598241,7.862974777,6.777084428,8.250097178,7.478551401,7.305355868,7.969015093,6.734250109,7.239924243,6.335996014,7.249804152,8.035730317,6.739794109,6.57976239,7.184582771,9.763218881,7.42581271,7.270675033,7.759534244,8.259790502,6.576229974,8.130765376
SDF4,8.964478704,9.047382115,8.880241271,9.26375491,9.584612727,9.378378243,9.392901932,8.989302996,9.290266167,9.147665118,9.331978239,9.189262156,9.241696179,9.338368145,9.173709129,9.066143415,9.362089871,9.536818536,9.043047377,9.19201876,9.391204858,9.434767892,9.570497459,9.582819743,9.709543208,9.378506495,9.044406486,9.146228451,9.467130181,9.089580266,9.395899331,9.174930787,9.069586079,9.24018629,8.632235987,9.201737977,8.84238804,9.119523352,8.762707776,8.941985237,8.737572626,8.992716878,9.348344517
NPL,7.225043411,7.322099588,6.945228618,6.792431191,7.561426961,7.126503643,7.596405297,7.356076241,6.725196187,6.117581425,7.440733432,7.466272473,7.852231479,7.165721297,7.497155023,7.134330503,7.063858566,6.987500054,5.856193486,7.067894133,7.167800841,7.897549173,6.601790579,7.126373491,6.66915635,6.968087191,7.703968052,6.992012087,6.809991337,7.113186204,6.799826854,7.311376176,5.996799657,6.85884459,7.255168575,6.447888679,6.7683348,6.709148194,7.153671553,7.011018621,7.480197151,7.154964174,6.512284032
ITGAD,3.96963815,4.507712243,3.951356481,3.823308696,4.003663042,4.554961486,4.550129264,4.014696227,4.102597522,4.268220206,4.513292093,4.423318038,4.551703235,4.398040953,4.331833679,3.75696839,4.216121982,4.360589533,4.456210742,4.425879926,4.976971602,4.272922184,3.730934294,4.22952473,4.31710895,4.375804993,4.730122458,4.532400301,4.433109571,4.710217419,3.959048364,4.294489037,4.193818169,4.141179439,4.53920038,4.537798362,4.324724518,4.521011078,4.501740625,4.756146524,4.51220547,4.256941756,4.294206479
SAG,5.579857675,5.28830595,5.116210461,5.309266207,5.394538521,5.1471061,5.314536341,4.593025768,5.405192073,5.378488827,5.083438995,4.871113294,5.344239751,5.222486257,5.295329542,5.196105532,5.231082571,5.383059009,5.124565035,5.369566366,5.135457402,4.973566861,5.280547448,5.38241988,5.618921782,5.174899585,5.665171774,5.441172689,5.451612598,5.473879642,5.393570144,5.407480129,5.536577422,5.442211717,5.549987043,5.463613381,5.387193093,5.550149852,5.453816513,5.524886433,5.307100703,5.369888351,5.26792247
ATP2A3,7.90500168,7.364912786,7.619377033,8.7075976,7.385607211,7.094763947,8.025559869,7.909069952,8.326254062,8.05147613,8.045791607,8.07212036,8.109234233,7.748377884,7.247859231,8.290919735,8.381558504,5.985176019,6.555265796,7.573779253,7.186816549,7.463658154,6.995953934,7.093519929,7.548469913,8.258375304,7.945237334,7.306725685,8.021863578,7.327523812,7.45005602,8.004642237,7.192775557,8.047046275,7.968024642,7.258123291,7.980019275,7.150641026,7.146532402,8.067036219,7.533392505,8.304367008,7.613285946
AMELY,5.133445437,4.987359713,4.393398651,5.220131216,5.334134802,5.212588483,4.668813321,5.028990235,5.311622815,4.909062369,5.247222098,5.182556982,5.11751927,4.693788954,5.239926653,5.061376623,5.101294012,4.93988998,5.176675883,5.191268918,5.531395307,5.047155685,5.156296782,5.13009952,5.049805476,5.036687497,4.984259986,4.647481708,5.078766612,5.223621204,4.950622912,5.018265989,5.313332556,5.015665105,4.90701276,5.156218256,5.240124467,5.242580829,5.316805744,5.171662561,4.518303683,4.894037829,5.322488227
SLC34A2,6.067868367,5.440372245,5.092259346,5.467788951,5.626711007,5.290694287,5.634264864,5.489257174,5.714183419,5.749961352,5.532799522,5.409126046,5.439858128,5.410198698,5.65214552,5.519114321,5.225521657,5.647455897,5.640671762,5.646885364,5.521250685,5.555403021,5.613246245,5.433103846,6.252079415,5.361732259,5.761908035,5.317087797,5.680641331,5.669863482,5.429236165,5.57891631,5.767349437,5.740686086,5.395906616,6.042680114,5.703239007,5.561339289,5.629218888,5.335453933,5.320509653,5.667447464,5.879966913
PLP1,5.511544949,5.474143475,5.325406213,6.022402158,5.950258493,5.369040707,5.394227121,5.605760944,5.763984778,5.928075097,5.392141747,5.577680146,5.377458586,5.380028938,5.643293158,5.890442568,5.257367396,5.424545658,5.271942579,5.545782102,5.665964587,5.217261098,5.581835423,5.432194855,5.631218408,5.214595528,5.596639963,5.309251526,5.13234996,5.447444452,5.297132125,5.450452837,5.645448341,5.405473387,5.250603537,5.217835988,5.874692851,5.603483999,5.732925742,5.660036808,5.319252949,5.584000877,5.199452858
ALOX15B,4.976971602,5.440372245,5.633682802,5.29668697,4.681049917,4.798609765,4.588076215,5.10533531,4.60593275,4.951317986,5.194938094,5.718202616,4.673358608,5.630077852,5.204827708,4.695039341,5.278545515,4.925889232,5.056216656,5.33966827,5.914821404,5.29172296,5.246898095,6.096603884,4.895720315,5.157102203,5.421379982,5.171845995,4.902588403,5.276883783,5.161756563,5.335610762,5.177885702,5.650941276,5.436088215,5.418250177,5.342357277,5.508477546,4.970173719,5.644946281,5.462946651,5.425526209,5.21967919
KCNA1,4.574250715,4.567040037,4.572616061,4.561285246,4.587256096,4.676091224,4.707674761,4.465172743,4.370135265,4.397486117,4.585570629,4.612959853,4.361997514,4.457223111,4.495864055,4.645564743,4.393551353,4.034423582,4.15717339,4.501214287,4.452094741,4.40282325,4.35753376,4.121313722,4.632001922,4.394611165,4.684140699,4.249696242,4.516147932,4.469013389,4.370271924,4.270570715,4.086811034,4.692082576,4.408739299,4.536990477,4.349066167,4.309944488,4.716615362,4.625604858,4.506510489,4.610632291,4.694535963
GPR39,5.402277034,5.246207068,5.542379179,5.309266207,4.717271137,5.437068409,5.221280433,5.240806892,5.457908284,5.340169511,4.998456211,5.256729942,5.026867591,4.617033859,5.562632334,5.384745193,5.406775651,5.487775453,5.239482888,5.214096223,5.450533578,5.447558424,5.450316637,5.330594468,5.513843004,5.44259041,5.526696765,5.531422791,5.31894489,5.539228755,5.183987848,5.285712457,5.63023785,5.35541468,5.126973814,5.497520194,5.272169859,5.283824637,5.332632452,5.480055447,5.279973578,5.485868101,5.286860887
POMGNT1,8.714020687,9.308412558,9.347021485,8.824805583,8.434016499,9.578171531,8.604794182,9.068520829,8.60405102,8.454064865,9.086051467,8.747160781,8.706562253,8.979898192,9.010548312,8.685738644,8.609350585,9.466811028,9.545434875,8.959846343,9.290480596,8.51016549,8.155844778,8.820531039,8.122753448,8.485358335,8.507433221,9.174680316,8.5625448,9.07901728,9.414365447,8.385137088,8.806475134,9.258153716,9.282567042,9.474972501,9.034266526,9.300887154,9.26456144,8.831615906,9.277860835,8.523633597,8.896245474
REEP2,4.182634776,4.594408835,3.702607989,4.80541089,4.858941998,3.929629309,4.035590889,4.664621439,5.087118419,4.408157235,4.303064589,4.696264028,4.380024864,4.841104356,4.266433138,4.901316,4.048991103,3.513346636,4.053381618,4.248670708,3.883153688,3.823556621,4.534506576,3.902481744,3.870013043,4.116286527,4.506913353,4.142543795,4.083693364,4.053156415,3.720023343,4.065739676,4.341148733,3.551167549,4.120744125,4.014468353,4.301534727,4.317384422,4.266989635,4.405348468,4.101217798,3.93376432,4.521330372
DYSF,6.903928532,7.513835572,6.737304779,6.925355767,7.863686086,6.41499594,6.77735176,7.218009748,7.167833374,6.485128076,6.835337567,6.938914891,6.943791092,6.510584695,7.135542958,6.877844927,6.837688845,6.557202542,7.032340964,6.790174792,7.046756086,7.141921342,7.412913584,7.468099167,6.266333214,7.051698426,6.939263744,6.77885627,6.774531971,7.088347507,6.217949102,7.060923242,5.832145756,6.30842229,6.259115845,6.046477671,6.319805227,5.875298774,6.705764299,6.005723691,6.930381212,6.740528323,6.717047236
SBDS,8.097963784,7.944225274,7.589204498,8.167890879,8.246553021,8.067300484,8.883085638,9.134123055,8.65978966,9.367525158,7.627273516,8.16162039,8.216451781,8.385447721,8.292311991,8.768312063,7.353520899,7.451631434,7.480981521,7.85347574,7.858079303,7.204285412,7.484071074,7.431546297,8.802631469,7.546651738,7.206022836,7.280453024,7.679351392,7.522417354,7.700236759,7.236976099,10.08438187,9.467327011,9.813644342,6.28961229,8.470249334,8.861726239,9.744138319,9.740711998,8.11448627,8.506157468,8.986241671
STAC3,4.626751965,4.922888074,5.209255141,5.207943317,5.141904005,5.349830873,4.511203875,4.978712669,5.242371567,5.033964057,5.080597773,4.363600396,4.918421912,4.804481645,4.141591979,4.855567367,4.125929531,5.025177676,4.647584966,4.637496452,4.864897051,4.751392189,4.743474369,4.788211465,4.620082276,4.496309872,4.678450839,5.138697531,4.778805157,4.572515554,4.412792997,4.54612627,4.327868167,4.376609611,5.008751383,4.595098442,4.726314348,4.749360139,4.638431986,4.580374554,4.770933916,4.590098069,4.47289442
GLYCTK,6.594626461,6.42548843,6.515631975,7.583987411,7.439295465,7.060923242,7.394506047,7.204870328,7.175662267,7.372616164,7.193476791,6.977075917,7.297497254,7.445591913,6.971947309,7.286175713,7.420330453,6.619012129,6.368263067,6.576016253,7.054156025,6.79628225,7.926209773,6.724397674,7.673512673,7.201216868,6.561743162,5.962584019,7.269060819,6.42548843,6.653808511,7.289440996,7.653508301,6.95465615,6.756406744,5.826546414,5.960217874,6.280550404,6.003032931,5.606292741,6.541789855,6.312829637,7.779695025
ELK4,5.365555777,5.220826704,5.156982939,4.972248358,5.446657871,4.725845789,4.870549942,5.272131401,5.376224421,4.990795489,5.117007437,4.922417223,5.151575342,5.145177178,5.361558807,5.177819643,4.984768974,4.702325701,5.098509214,4.856640845,5.175720484,5.077457522,5.160697605,4.876413608,5.162712496,4.965302981,5.034834589,4.718283437,5.312429016,5.072452254,5.029329158,5.23097304,5.37221102,4.977375338,5.041652004,4.949028183,4.917755436,4.810106382,4.996554289,5.297219283,4.959602785,5.108972304,5.180550848
ADCY5,5.517599625,5.388127173,5.361367668,5.371474092,5.513389227,5.581741129,5.608610237,5.054490767,5.823837358,5.299293449,5.832182689,5.660391777,5.622004607,5.541850019,5.54402318,5.751787515,6.076063388,5.668632876,5.567453659,5.757810214,5.799733042,5.434596852,5.325406213,5.666945293,5.425675242,5.36233088,4.865734537,5.48921894,5.087878294,5.590793051,5.625156209,5.591728613,5.141295267,5.31054821,5.755292808,5.433153069,5.346768908,5.39729186,5.337906094,5.238334661,5.030895841,5.238800584,5.612141578
LTBP4,8.377011633,8.982743819,8.525512445,9.510761026,9.798072339,8.765118063,8.13673121,9.013011468,9.527194898,9.193007754,8.38069702,9.22041656,8.441576258,8.839240839,8.052550173,9.091564551,8.864463648,8.26080743,8.668280849,8.679892519,9.086256418,8.077762336,8.804921288,8.831615906,8.618692278,8.90412771,8.490075848,8.816786744,8.670875815,8.198608833,8.965118046,8.784369059,8.415238932,7.961283566,8.216744555,8.970401959,9.107692737,8.879000728,8.138684946,8.301318717,8.294991901,8.369310429,8.936732729
TBC1D24,4.977197265,5.612123593,5.218184465,5.259634046,5.202950961,5.630629565,4.780664872,4.990812995,5.049006175,4.937351295,5.33948102,5.165417058,4.783660833,5.297213717,5.43442685,5.211985682,4.630899293,4.92393951,4.428121193,5.16364929,4.980826466,5.029548662,4.979842922,5.445789827,4.802856983,5.087467974,5.128627092,5.121934907,4.853486652,4.960577717,4.675161798,4.484279695,4.92198472,4.938938313,4.434486594,4.798480793,4.945292737,4.477670925,5.11005957,4.657507722,4.949573825,4.716456641,4.81240504
STAMBP,9.099968767,8.816803945,8.931864726,9.332511552,8.925420348,9.048843606,8.962063035,8.641568583,8.969619844,8.887703797,8.856963124,9.092518237,9.292306279,8.844726363,8.932827406,9.079705586,9.064778255,9.03128181,8.988700093,8.784330058,8.811820898,8.828819011,9.051802173,8.791707372,9.149141226,8.818847387,9.060433001,8.953202815,9.106317743,8.860714702,8.953581505,8.929135791,8.921252966,8.646452826,9.249701433,8.741285636,8.893909062,8.958337942,9.019818559,9.005053448,8.98623922,9.064275862,9.017582897
MKRN3,5.237457917,4.864236723,5.09661535,4.965931464,4.967438191,5.084785135,5.088587326,4.950567364,5.248969866,5.06305174,4.834712166,4.809493397,4.896709674,4.979305787,5.274391169,5.062655663,5.004106736,5.226653728,4.761652982,4.819423786,5.023414695,5.301900587,4.561734529,4.9966315,5.048750868,5.228909419,5.074922596,5.46614375,5.231340298,5.090607417,4.606688437,5.368430339,4.965739486,5.511681024,4.975992926,5.310947966,5.063745007,4.975407233,5.003224197,4.931230863,5.160782658,5.09965787,4.93934949
PRICKLE2,7.92974269,7.978605586,7.934169812,7.576902108,7.719248157,7.856507336,7.636844753,7.867034242,7.771275425,7.815869856,7.988540347,7.760548237,7.709739,8.401555386,8.143870364,7.797782505,7.91444745,8.597739883,8.799153025,8.537212156,8.431449562,7.799466973,7.841978679,8.841567836,7.497584944,7.960700953,7.813347332,8.719756979,7.701091273,8.252545521,8.737325128,8.016298698,7.850751525,7.783159129,7.863833652,8.741251361,8.620786738,8.274718024,8.292150721,7.749763969,7.87313982,7.631399334,7.570714726
CAV1,9.3758208,9.494581302,9.294249496,9.440765877,9.898830977,8.46710423,8.810659431,8.736301401,9.615643689,9.479150938,8.678368627,9.154336554,8.829333033,8.886610751,8.714242502,9.433104787,9.281483887,8.804916458,9.164956162,8.872955514,9.079649026,9.140985852,9.31228832,9.37866623,8.492145609,9.03433154,9.283871664,8.603079001,8.724800201,9.274716923,8.756883472,8.896699894,8.512161959,8.281710786,9.159640046,9.105694932,9.341568671,9.22109751,9.544137317,8.862967456,9.286170057,9.344127504,9.237145358
TH,4.307305293,4.595519288,4.572425358,4.618266504,4.847572598,4.254225167,4.22087527,4.524647616,4.475709585,4.33818872,4.693737812,4.460653,4.349531866,4.59564683,4.375071511,4.402350302,4.377536974,4.121677698,4.211260755,4.178333824,4.473155301,4.099188125,4.332949049,3.986076621,4.502631136,4.190377792,4.214508222,4.273197133,3.897344519,4.152397564,4.063139481,4.19281519,4.489313888,4.033909128,4.172763676,4.369374433,4.197131918,4.159817121,4.140715103,4.384941714,4.480613554,4.324570252,4.061754141
MDN1,5.679382143,5.812370141,6.032685591,5.180546836,5.59467102,5.819696952,5.451086438,5.688133041,5.137604596,5.468505638,5.756248073,5.492877675,5.394675321,5.692793058,5.49253723,5.222561497,5.42715136,5.950582085,6.049817212,5.521233425,6.321203961,5.449898024,5.751389837,5.63863361,5.233949595,5.523930453,6.065111283,5.671860183,5.221556477,5.574795151,5.48257003,5.448963893,5.936279374,5.417190672,5.508418838,5.403498233,5.680698525,5.404494869,5.820616163,5.403086729,5.70795986,5.805350653,6.007072892
PNPT1,9.64802524,9.448604925,9.564763464,9.294284889,9.722798952,9.426080949,9.97206982,10.35512758,10.35512758,10.69435522,9.509268769,9.762064689,9.567914318,10.11074831,9.501578069,9.750443274,9.688033985,9.551117821,9.738309019,10.3945669,9.808842339,9.26456144,9.109837462,9.285393958,8.920068545,10.53355108,9.752216569,9.606932012,10.19017773,9.136726293,8.995715899,9.532170638,10.86696846,9.464284786,9.239843051,9.834326776,10.5066229,9.757513797,10.44303504,10.6994248,10.36316376,10.01341367,10.28308854
CRYM,4.995945132,5.100824409,5.234340893,5.391985762,5.120284153,4.904581902,4.630282317,4.978712669,5.324716709,5.065268689,4.673358608,4.956810134,4.857461065,4.88860986,5.119456561,5.262221406,4.816514953,5.005986663,5.230665226,4.91160661,4.909221743,4.865665418,4.727994406,4.929019207,4.998975228,5.104255758,4.987653592,5.03372582,4.982834492,5.006079782,4.931649409,5.113359534,4.985681822,4.928301831,4.781037653,4.811749154,4.719705542,4.413169101,5.097901409,4.601327156,4.6405115,4.67625921,4.565472278
AATK,5.942986725,5.977142171,6.839185224,5.832541352,5.978933577,6.433265971,5.790792984,6.07759906,5.586051747,5.733848715,5.815159078,5.937538431,5.61435746,6.142916301,6.326756818,5.945940988,5.272383624,6.933552613,6.671572733,5.787461399,6.696602908,5.59029768,5.643065662,6.362398852,6.351170973,5.98972664,5.471419647,6.543752786,5.224719628,6.451985838,6.784040878,6.026461316,6.09511745,7.039456829,6.537796631,6.871873849,6.215331558,6.5909605,6.575757199,5.426597211,6.316080089,5.416146784,5.718448699
